Message ID,Message Name,Sender,Signal Name,Start Bit,Size (bits),Factor,Offset,Min,Max,Unit,Cycle Time (ms),Data Type,Drive Bus,Data Bus
,BMS_Voltages_16,BMS,Cell_V_117,40,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_16,BMS,Cell_V_118,48,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_16,BMS,Cell_OCV_Offset_16,56,8,0.004,0,,,V,,unsigned_float,TRUE,FALSE
0x164,BMS_Voltages_17,BMS,Cell_V_119,0,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_17,BMS,Cell_V_120,8,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_17,BMS,Cell_V_121,16,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_17,BMS,Cell_V_122,24,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_17,BMS,Cell_V_123,32,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_17,BMS,Cell_V_124,40,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_17,BMS,Cell_V_125,48,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_17,BMS,Cell_OCV_Offset_17,56,8,0.004,0,,,V,,unsigned_float,TRUE,FALSE
0x165,BMS_Voltages_18,BMS,Cell_V_126,0,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_18,BMS,Cell_V_127,8,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_18,BMS,Cell_V_128,16,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_18,BMS,Cell_V_129,24,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_18,BMS,Cell_V_130,32,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_18,BMS,Cell_V_131,40,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_18,BMS,Cell_V_132,48,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_18,BMS,Cell_OCV_Offset_18,56,8,0.004,0,,,V,,unsigned_float,TRUE,FALSE
0x166,BMS_Voltages_19,BMS,Cell_V_133,0,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_19,BMS,Cell_V_134,8,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_19,BMS,Cell_V_135,16,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_19,BMS,Cell_V_136,24,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_19,BMS,Cell_V_137,32,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_19,BMS,Cell_V_138,40,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_19,BMS,Cell_V_139,48,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_19,BMS,Cell_OCV_Offset_19,56,8,0.004,0,,,V,,unsigned_float,TRUE,FALSE
0x167,BMS_Temperatures_0,BMS,Cell_T_0,0,8,1,-40,,,C,,unsigned_float,TRUE,FALSE
,BMS_Temperatures_0,BMS,Cell_T_1,8,8,1,-40,,,C,,unsigned_float,TRUE,FALSE
,BMS_Temperatures_0,BMS,Cell_T_2,16,8,1,-40,,,C,,unsigned_float,TRUE,FALSE
,BMS_Temperatures_0,BMS,Cell_T_3,24,8,1,-40,,,C,,unsigned_float,TRUE,FALSE
,BMS_Temperatures_0,BMS,Cell_T_4,32,8,1,-40,,,C,,unsigned_float,TRUE,FALSE
,BMS_Temperatures_0,BMS,Cell_T_5,40,8,1,-40,,,C,,unsigned_float,TRUE,FALSE
,BMS_Temperatures_0,BMS,Cell_T_6,48,8,1,-40,,,C,,unsigned_float,TRUE,FALSE
,BMS_Temperatures_0,BMS,Cell_T_7,56,8,1,-40,,,C,,unsigned_float,TRUE,FALSE
0x168,BMS_Temperatures_1,BMS,Cell_T_8,0,8,1,-40,,,C,,unsigned_float,TRUE,FALSE
,BMS_Temperatures_1,BMS,Cell_T_9,8,8,1,-40,,,C,,unsigned_float,TRUE,FALSE
,BMS_Temperatures_1,BMS,Cell_T_10,16,8,1,-40,,,C,,unsigned_float,TRUE,FALSE
,BMS_Temperatures_1,BMS,Cell_T_11,24,8,1,-40,,,C,,unsigned_float,TRUE,FALSE
,BMS_Temperatures_1,BMS,Cell_T_12,32,8,1,-40,,,C,,unsigned_float,TRUE,FALSE
,BMS_Temperatures_1,BMS,Cell_T_13,40,8,1,-40,,,C,,unsigned_float,TRUE,FALSE
,BMS_Temperatures_1,BMS,Cell_T_14,48,8,1,-40,,,C,,unsigned_float,TRUE,FALSE
,BMS_Temperatures_1,BMS,Cell_T_15,56,8,1,-40,,,C,,unsigned_float,TRUE,FALSE
0x169,BMS_Temperatures_2,BMS,Cell_T_16,0,8,1,-40,,,C,,unsigned_float,TRUE,FALSE
,BMS_Temperatures_2,BMS,Cell_T_17,8,8,1,-40,,,C,,unsigned_float,TRUE,FALSE
,BMS_Temperatures_2,BMS,Cell_T_18,16,8,1,-40,,,C,,unsigned_float,TRUE,FALSE
,BMS_Temperatures_2,BMS,Cell_T_19,24,8,1,-40,,,C,,unsigned_float,TRUE,FALSE
,BMS_Temperatures_2,BMS,Cell_T_20,32,8,1,-40,,,C,,unsigned_float,TRUE,FALSE
,BMS_Temperatures_2,BMS,Cell_T_21,40,8,1,-40,,,C,,unsigned_float,TRUE,FALSE
,BMS_Temperatures_2,BMS,Cell_T_22,48,8,1,-40,,,C,,unsigned_float,TRUE,FALSE
,BMS_Temperatures_2,BMS,Cell_T_23,56,8,1,-40,,,C,,unsigned_float,TRUE,FALSE
0x16A,BMS_Temperatures_3,BMS,Cell_T_24,0,8,1,-40,,,C,,unsigned_float,TRUE,FALSE
,BMS_Temperatures_3,BMS,Cell_T_25,8,8,1,-40,,,C,,unsigned_float,TRUE,FALSE
,BMS_Temperatures_3,BMS,Cell_T_26,16,8,1,-40,,,C,,unsigned_float,TRUE,FALSE
,BMS_Temperatures_3,BMS,Cell_T_27,24,8,1,-40,,,C,,unsigned_float,TRUE,FALSE
,BMS_Temperatures_3,BMS,Cell_T_28,32,8,1,-40,,,C,,unsigned_float,TRUE,FALSE
,BMS_Temperatures_3,BMS,Cell_T_29,40,8,1,-40,,,C,,unsigned_float,TRUE,FALSE
,BMS_Temperatures_3,BMS,Cell_T_30,48,8,1,-40,,,C,,unsigned_float,TRUE,FALSE
,BMS_Temperatures_3,BMS,Cell_T_31,56,8,1,-40,,,C,,unsigned_float,TRUE,FALSE
0x16B,BMS_Temperatures_4,BMS,Cell_T_32,0,8,1,-40,,,C,,unsigned_float,TRUE,FALSE
,BMS_Temperatures_4,BMS,Cell_T_33,8,8,1,-40,,,C,,unsigned_float,TRUE,FALSE
,BMS_Temperatures_4,BMS,Cell_T_34,16,8,1,-40,,,C,,unsigned_float,TRUE,FALSE
,BMS_Temperatures_4,BMS,Cell_T_35,24,8,1,-40,,,C,,unsigned_float,TRUE,FALSE
,BMS_Temperatures_4,BMS,Cell_T_36,32,8,1,-40,,,C,,unsigned_float,TRUE,FALSE
,BMS_Temperatures_4,BMS,Cell_T_37,40,8,1,-40,,,C,,unsigned_float,TRUE,FALSE
,BMS_Temperatures_4,BMS,Cell_T_38,48,8,1,-40,,,C,,unsigned_float,TRUE,FALSE
,BMS_Temperatures_4,BMS,Cell_T_39,56,8,1,-40,,,C,,unsigned_float,TRUE,FALSE
0x16C,BMS_Temperatures_5,BMS,Cell_T_40,0,8,1,-40,,,C,,unsigned_float,TRUE,FALSE
,BMS_Temperatures_5,BMS,Cell_T_41,8,8,1,-40,,,C,,unsigned_float,TRUE,FALSE
,BMS_Temperatures_5,BMS,Cell_T_42,16,8,1,-40,,,C,,unsigned_float,TRUE,FALSE
,BMS_Temperatures_5,BMS,Cell_T_43,24,8,1,-40,,,C,,unsigned_float,TRUE,FALSE
,BMS_Temperatures_5,BMS,Cell_T_44,32,8,1,-40,,,C,,unsigned_float,TRUE,FALSE
,BMS_Temperatures_5,BMS,Cell_T_45,40,8,1,-40,,,C,,unsigned_float,TRUE,FALSE
,BMS_Temperatures_5,BMS,Cell_T_46,48,8,1,-40,,,C,,unsigned_float,TRUE,FALSE
,BMS_Temperatures_5,BMS,Cell_T_47,56,8,1,-40,,,C,,unsigned_float,TRUE,FALSE
0x16D,BMS_Temperatures_6,BMS,Cell_T_48,0,8,1,-40,,,C,,unsigned_float,TRUE,FALSE
,BMS_Temperatures_6,BMS,Cell_T_49,8,8,1,-40,,,C,,unsigned_float,TRUE,FALSE
,BMS_Temperatures_6,BMS,Cell_T_50,16,8,1,-40,,,C,,unsigned_float,TRUE,FALSE
,BMS_Temperatures_6,BMS,Cell_T_51,24,8,1,-40,,,C,,unsigned_float,TRUE,FALSE
,BMS_Temperatures_6,BMS,Cell_T_52,32,8,1,-40,,,C,,unsigned_float,TRUE,FALSE
,BMS_Temperatures_6,BMS,Cell_T_53,40,8,1,-40,,,C,,unsigned_float,TRUE,FALSE
,BMS_Temperatures_6,BMS,Cell_T_54,48,8,1,-40,,,C,,unsigned_float,TRUE,FALSE
,BMS_Temperatures_6,BMS,Cell_T_55,56,8,1,-40,,,C,,unsigned_float,TRUE,FALSE
0x16E,BMS_Temperatures_7,BMS,Cell_T_56,0,8,1,-40,,,C,,unsigned_float,TRUE,FALSE
,BMS_Temperatures_7,BMS,Cell_T_57,8,8,1,-40,,,C,,unsigned_float,TRUE,FALSE
,BMS_Temperatures_7,BMS,Cell_T_58,16,8,1,-40,,,C,,unsigned_float,TRUE,FALSE
,BMS_Temperatures_7,BMS,Cell_T_59,24,8,1,-40,,,C,,unsigned_float,TRUE,FALSE
,BMS_Temperatures_7,BMS,Cell_T_60,32,8,1,-40,,,C,,unsigned_float,TRUE,FALSE
,BMS_Temperatures_7,BMS,Cell_T_61,40,8,1,-40,,,C,,unsigned_float,TRUE,FALSE
,BMS_Temperatures_7,BMS,Cell_T_62,48,8,1,-40,,,C,,unsigned_float,TRUE,FALSE
,BMS_Temperatures_7,BMS,Cell_T_63,56,8,1,-40,,,C,,unsigned_float,TRUE,FALSE
0x16F,BMS_Temperatures_8,BMS,Cell_T_64,0,8,1,-40,,,C,,unsigned_float,TRUE,FALSE
,BMS_Temperatures_8,BMS,Cell_T_65,8,8,1,-40,,,C,,unsigned_float,TRUE,FALSE
,BMS_Temperatures_8,BMS,Cell_T_66,16,8,1,-40,,,C,,unsigned_float,TRUE,FALSE
,BMS_Temperatures_8,BMS,Cell_T_67,24,8,1,-40,,,C,,unsigned_float,TRUE,FALSE
,BMS_Temperatures_8,BMS,Cell_T_68,32,8,1,-40,,,C,,unsigned_float,TRUE,FALSE
,BMS_Temperatures_8,BMS,Cell_T_69,40,8,1,-40,,,C,,unsigned_float,TRUE,FALSE
,BMS_Temperatures_8,BMS,Cell_T_70,48,8,1,-40,,,C,,unsigned_float,TRUE,FALSE
,BMS_Temperatures_8,BMS,Cell_T_71,56,8,1,-40,,,C,,unsigned_float,TRUE,FALSE
0x170,BMS_Temperatures_9,BMS,Cell_T_72,0,8,1,-40,,,C,,unsigned_float,TRUE,FALSE
,BMS_Temperatures_9,BMS,Cell_T_73,8,8,1,-40,,,C,,unsigned_float,TRUE,FALSE
,BMS_Temperatures_9,BMS,Cell_T_74,16,8,1,-40,,,C,,unsigned_float,TRUE,FALSE
,BMS_Temperatures_9,BMS,Cell_T_75,24,8,1,-40,,,C,,unsigned_float,TRUE,FALSE
,BMS_Temperatures_9,BMS,Cell_T_76,32,8,1,-40,,,C,,unsigned_float,TRUE,FALSE
,BMS_Temperatures_9,BMS,Cell_T_77,40,8,1,-40,,,C,,unsigned_float,TRUE,FALSE
,BMS_Temperatures_9,BMS,Cell_T_78,48,8,1,-40,,,C,,unsigned_float,TRUE,FALSE
,BMS_Temperatures_9,BMS,Cell_T_79,56,8,1,-40,,,C,,unsigned_float,TRUE,FALSE
0x004,CAN2USB_Controller_Error,CAN2USB Error Frame,Controller_Error,0,64,1,0,,,"Controller errors (data[1]):
0x00: CAN_ERR_CRTL_UNSPEC /* unspecified */
0x01: CAN_ERR_CRTL_RX_OVERFLOW /* RX buffer overflow */
0x02: CAN_ERR_CRTL_TX_OVERFLOW /* TX buffer overflow */
0x04: CAN_ERR_CRTL_RX_WARNING /* reached warning level for RX errors */
0x08: CAN_ERR_CRTL_TX_WARNING /* reached warning level for TX errors */
0x10: CAN_ERR_CRTL_RX_PASSIVE /* reached error passive status RX */
0x20: CAN_ERR_CRTL_TX_PASSIVE /* reached error passive status TX */
0x40: CAN_ERR_CRTL_ACTIVE /* recovered to error active state */",,uint64_t,TRUE,TRUE
0x024,CAN2USB_Controller_Error_NACK_Error,CAN2USB Error Frame,Controller_Error_NACK,0,64,1,0,,,"Controller errors (data[1]):
0x00: CAN_ERR_CRTL_UNSPEC /* unspecified */
0x01: CAN_ERR_CRTL_RX_OVERFLOW /* RX buffer overflow */
0x02: CAN_ERR_CRTL_TX_OVERFLOW /* TX buffer overflow */
0x04: CAN_ERR_CRTL_RX_WARNING /* reached warning level for RX errors */
0x08: CAN_ERR_CRTL_TX_WARNING /* reached warning level for TX errors */
0x10: CAN_ERR_CRTL_RX_PASSIVE /* reached error passive status RX */
0x20: CAN_ERR_CRTL_TX_PASSIVE /* reached error passive status TX */
0x40: CAN_ERR_CRTL_ACTIVE /* recovered to error active state */",,uint64_t,TRUE,TRUE
0x00C,CAN2USB_Controller_Error_Protocol_Violation,CAN2USB Error Frame,Controller_Error_Protocol_Violation,0,64,1,0,,,"Controller errors (data[1]):
0x00: CAN_ERR_CRTL_UNSPEC /* unspecified */
0x01: CAN_ERR_CRTL_RX_OVERFLOW /* RX buffer overflow */
0x02: CAN_ERR_CRTL_TX_OVERFLOW /* TX buffer overflow */
0x04: CAN_ERR_CRTL_RX_WARNING /* reached warning level for RX errors */
0x08: CAN_ERR_CRTL_TX_WARNING /* reached warning level for TX errors */
0x10: CAN_ERR_CRTL_RX_PASSIVE /* reached error passive status RX */
0x20: CAN_ERR_CRTL_TX_PASSIVE /* reached error passive status TX */
0x40: CAN_ERR_CRTL_ACTIVE /* recovered to error active state */

Protocol violation error types (data[2]):
0x00: CAN_ERR_PROT_UNSPEC /* unspecified */
0x01: CAN_ERR_PROT_BIT /* single bit error */
0x02: CAN_ERR_PROT_FORM  /* frame format error */
0x04: CAN_ERR_PROT_STUFF /* bit stuffing error */
0x08: CAN_ERR_PROT_BIT0 /* unable to send dominant bit */
0x10: CAN_ERR_PROT_BIT1 /* unable to send recessive bit */
0x20: CAN_ERR_PROT_OVERLOAD /* bus overload */
0x40: CAN_ERR_PROT_ACTIVE /* active error announcement */
0x80: CAN_ERR_PROT_TX /* error occurred on transmission */

Protocol violation error locations (data[3]):
0x00: CAN_ERR_PROT_LOC_UNSPEC /* unspecified */
0x03: CAN_ERR_PROT_LOC_SOF /* start of frame */
0x02: CAN_ERR_PROT_LOC_ID28_21 /* ID bits 28 - 21 (SFF: 10 - 3) */
0x06: CAN_ERR_PROT_LOC_ID20_18 /* ID bits 20 - 18 (SFF: 2 - 0 )*/
0x04: CAN_ERR_PROT_LOC_SRTR /* substitute RTR (SFF: RTR) */
0x05: CAN_ERR_PROT_LOC_IDE /* identifier extension */
0x07: CAN_ERR_PROT_LOC_ID17_13 /* ID bits 17-13 */
0x0F: CAN_ERR_PROT_LOC_ID12_05 /* ID bits 12-5 */
0x0E: CAN_ERR_PROT_LOC_ID04_00 /* ID bits 4-0 */
0x0C: CAN_ERR_PROT_LOC_RTR /* RTR */
0x0D: CAN_ERR_PROT_LOC_RES1 /* reserved bit 1 */
0x09: CAN_ERR_PROT_LOC_RES0 /* reserved bit 0 */
0x0B: CAN_ERR_PROT_LOC_DLC /* data length code */
0x0A:  CAN_ERR_PROT_LOC_DATA /* data section */
0x08: CAN_ERR_PROT_LOC_CRC_SEQ /* CRC sequence */
0x18: CAN_ERR_PROT_LOC_CRC_DEL /* CRC delimiter */
0x19: CAN_ERR_PROT_LOC_ACK /* ACK slot */
0x1B: CAN_ERR_PROT_LOC_ACK_DEL /* ACK delimiter */
0x1A: CAN_ERR_PROT_LOC_EOF /* end of frame */
0x12: CAN_ERR_PROT_LOC_INTERM /* intermission */",,uint64_t,TRUE,TRUE
